ID,Latitude,Longitude,Date,HLS_Tile,HLSS30_020_B04,HLSS30_020_B08,HLSS30_020_Fmask,HLSS30_020_Fmask_bitmask,HLSS30_020_Fmask_Aerosol_level,HLSS30_020_Fmask_Aerosol_level_Description,HLSS30_020_Fmask_Water,HLSS30_020_Fmask_Water_Description,HLSS30_020_Fmask_Snow/ice,HLSS30_020_Fmask_Snow/ice_Description,HLSS30_020_Fmask_Cloud_shadow,HLSS30_020_Fmask_Cloud_shadow_Description,HLSS30_020_Fmask_Adjacent_to_cloud/shadow,HLSS30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSS30_020_Fmask_Cloud,HLSS30_020_Fmask_Cloud_Description,"HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
4,53.2,23.4,2024-08-16,34UFD,0.0212,0.1906,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-08-18,34UFD,0.1991,0.322,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-08-23,34UFD,0.0422,0.2618,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-08-26,34UFD,0.0594,0.2425,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-08-28,34UFD,0.0218,0.1857,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-08-31,34UFD,0.0409,0.2746,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-02,34UFD,0.0242,0.1916,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-05,34UFD,0.0237,0.1829,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-07,34UFD,0.0253,0.1908,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-12,34UFD,0.4929,0.5724,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-15,34UFD,0.4108,0.5741,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-17,34UFD,0.0248,0.1865,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-20,34UFD,0.0235,0.1802,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-22,34UFD,0.0261,0.1914,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-25,34UFD,-0.0035,0.0664,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-09-27,34UFD,-9999.0,-9999.0,255.0,0b11111111,0b11,High aerosol,0b1,Yes,0b1,Yes,0b1,Yes,0b1,Yes,0b1,Yes,0b1,"Reserved, but not used"
4,53.2,23.4,2024-09-30,34UFD,0.0237,0.1958,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-02,34UFD,0.015,0.1097,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-05,34UFD,0.5661,0.6138,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-07,34UFD,0.523,0.5724,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-10,34UFD,0.8069,0.7986,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-12,34UFD,0.0216,0.1726,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-17,34UFD,0.021,0.1719,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-20,34UFD,0.0205,0.1708,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-22,34UFD,0.0494,0.1767,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-25,34UFD,0.5087,0.5707,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-10-27,34UFD,0.0215,0.1655,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-01,34UFD,0.4705,0.4798,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-04,34UFD,0.0169,0.149,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-06,34UFD,0.0199,0.171,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-19,34UFD,0.6477,0.6203,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-21,34UFD,0.5121,0.5083,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-24,34UFD,0.0428,0.2153,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-26,34UFD,0.0221,0.1876,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-11-29,34UFD,0.7667,0.7149,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2024-12-01,34UFD,0.0173,0.1866,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2024-12-06,34UFD,0.8346,0.7936,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-01-08,34UFD,0.0224,0.1976,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-01-13,34UFD,0.0649,0.3141,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-01-15,34UFD,0.3487,0.3213,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-01-20,34UFD,0.4051,0.3922,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-01-28,34UFD,0.1731,0.399,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-01-30,34UFD,0.0185,0.1574,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-02,34UFD,0.3909,0.4304,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-07,34UFD,0.6206,0.6552,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-09,34UFD,0.4032,0.4847,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-12,34UFD,0.0192,0.1592,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-14,34UFD,0.1697,0.3078,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-17,34UFD,0.0182,0.2084,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-02-24,34UFD,0.0193,0.1741,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-01,34UFD,0.7037,0.7021,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-04,34UFD,0.1456,0.292,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-06,34UFD,0.0332,0.1615,136.0,0b10001000,0b10,Moderate aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-09,34UFD,0.0529,0.1711,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-11,34UFD,0.0303,0.1585,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-16,34UFD,0.0236,0.1476,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-19,34UFD,0.0236,0.1478,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-21,34UFD,0.0318,0.1689,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-23,34UFD,0.028,0.154,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-29,34UFD,0.0244,0.1478,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-03-31,34UFD,0.3374,0.4371,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-02,34UFD,0.0273,0.1564,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-03,34UFD,0.0244,0.1481,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-05,34UFD,0.6459,0.6857,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-08,34UFD,0.659,0.7241,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-10,34UFD,0.322,0.4265,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-12,34UFD,0.0433,0.182,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-13,34UFD,0.0304,0.1606,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-15,34UFD,0.0404,0.1758,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-18,34UFD,0.0212,0.0861,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-20,34UFD,0.9072,0.9818,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-22,34UFD,0.3985,0.4241,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-23,34UFD,0.0261,0.1579,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-25,34UFD,0.0455,0.2152,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-28,34UFD,0.0355,0.1744,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-04-30,34UFD,0.0524,0.2231,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-02,34UFD,0.0385,0.2029,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-03,34UFD,0.0298,0.1826,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-05,34UFD,0.5503,0.5846,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-08,34UFD,0.7818,0.8308,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-10,34UFD,0.0967,0.3113,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-12,34UFD,0.1646,0.2811,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-13,34UFD,0.7458,0.7994,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-15,34UFD,0.3013,0.4427,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-18,34UFD,0.5318,0.5958,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-20,34UFD,0.0295,0.1857,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-22,34UFD,0.451,0.5219,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-25,34UFD,0.0307,0.2157,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-28,34UFD,0.4875,0.5653,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2025-05-30,34UFD,0.0296,0.1904,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2025-06-01,34UFD,0.0157,0.1032,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-02,34UFE,0.0253,0.1622,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-05,34UFE,0.0275,0.1557,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-07,34UFE,0.3959,0.482,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-12,34UFE,0.7112,0.76,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-15,34UFE,0.0254,0.1527,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-17,34UFE,0.0268,0.1571,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-20,34UFE,0.0488,0.1866,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-22,34UFE,-0.0036,0.0328,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-25,34UFE,0.0315,0.1612,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-27,34UFE,0.0466,0.1879,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-04-30,34UFE,0.5212,0.6982,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-07,34UFE,0.2493,0.3669,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-12,34UFE,0.0369,0.1453,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-20,34UFE,0.0289,0.1812,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-22,34UFE,1.1798,1.2303,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-25,34UFE,0.0279,0.1964,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-27,34UFE,0.4661,0.5544,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-05-30,34UFE,0.0305,0.1946,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-01,34UFE,0.0256,0.1999,68.0,0b01000100,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-04,34UFE,0.0244,0.1861,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-06,34UFE,0.5335,0.5942,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-09,34UFE,0.0211,0.1854,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-11,34UFE,0.0248,0.1876,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-14,34UFE,0.0451,0.2737,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-16,34UFE,0.3383,0.4788,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-19,34UFE,0.237,0.4724,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-21,34UFE,0.8291,0.8345,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-24,34UFE,0.026,0.2033,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-26,34UFE,0.0293,0.2109,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-06-29,34UFE,0.2497,0.4179,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-01,34UFE,0.0269,0.2055,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-04,34UFE,0.0897,0.3156,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-06,34UFE,0.0241,0.209,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-11,34UFE,0.6799,0.7096,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-14,34UFE,0.4023,0.5246,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-16,34UFE,0.7038,0.792,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-19,34UFE,0.0701,0.2331,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-21,34UFE,0.0522,0.2899,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-24,34UFE,0.6511,0.7082,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-26,34UFE,0.1469,0.3314,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-29,34UFE,0.0062,0.1265,202.0,0b11001010,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-07-31,34UFE,0.0208,0.2026,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-08-03,34UFE,0.4033,0.4757,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-08-05,34UFE,0.0238,0.2041,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
4,53.2,23.4,2019-08-08,34UFE,0.1516,0.2542,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
4,53.2,23.4,2019-08-13,34UFE,0.4029,0.518,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
